address,total_rewards
0xdd4fb73debfdaca2765f5698b83f7ad81caa32ed,10196
0xfa575bfc7307af32cc084a525c796a4a06ef403f,10172
0x392b7f2391d8df0c60a4c0a310a2be279cf4cd36,10084
0x284357c1b3ff1ca0c268097a10dd20187dfe760d,9920
0xaa433bce2abacb6bd7c53947c6ba49c9cf06fdfa,9635
0x6db06f55b779a8140020419f712ec87bfa26427c,9425
0x59ab7428f709393b14ee2b579895087addcaaa94,9332
0x5f2289d6a0b6a163599dcfb5da2c60d87cb5e9a4,9277
0xcfb0a1637e9af76a544b3066a9ad24d935fcbe0e,9211
0xdf8a3460d5e2cfa33c8aa296c5c52ea966f2dfde,9126
0xf1dbdc482cb7730c86db25266d3faddf8d3a13b2,8693
0x8d40b198fec5d7dbbb059ee047b5fc12b8360d85,8457
0x030d7b83028e0c7b000a9d4fd6c7e792d960caa6,8363
0x1877c12d3d624d5fa169a161b3133728915dfb3c,8357
0xed108b302adbaadb62e0f7f4f46d43c1e4d351a2,8263
0x6cc1b637f518ee5ffa069aa78d70214a9005d390,8258
0x72b6f181dab2722701ba2a21404b7c83911150a0,8198
0x2e8b100471419ef5cf6440daa69b4171d1ede352,8033
0x7f169c7f83b1d1a911c621ab81a6a62dd9031da0,8028
0x00fc3beabd3b51be88545ff28c0b6d5115996b8d,7960
0x9d4079d2ab6a84fccdce3e2c698aa523215cef3d,7934
0xec6966d837d6151b5959cfb90dd79b1ea40b9608,7830
0x1223575c6bcb6e942a727af058fa7935136a03e5,7798
0x76ee671ee947179c7713cbef2e69d6ad37048dbb,7763
0xc167b35e8c0c31cb16ba183b617dc79734e785e6,7718
0x32289df1cad17663c5487fafbbdaada306cf1764,7657
0x6d7d11ce3bc280a14bbe795db735b7d307d337bd,7578
0xd031419f4c2da9ed793b76140e1b2f59753f3ff6,7546
0x262eef0a806e113d91d71bbf5f7b20fae9f3caac,7527
0x8025c0868813bd2f76b2f66c064dbe313071d244,7526
