address,total_rewards
0xc5cae07c41ef17f251c7f8b6c82d5f9188168088,206
0xc1d26c0c0847eb6fafdcb2ff3f9606ed70afe400,204
0xfc0c9709224adc5f8cbf015a660b5f9f77310a12,199
0x82414264db3ded7e70f6ac5c6b7b5b2f462beef0,198
0x5d9d25c3bece8610eeb1f826ca2a835198fb7042,188
0x8ae6911c6d10637ec9fe12aebed8ce263867a435,185
0x55e3bbdae15258e1391778e54542372152fac6d3,182
0xbe3644e97ce63886261f84d51a05991e5d2632e3,181
0x9c41c3c747d8addd6fc5ba3c4e9a811176c5d2e9,180
0xbbf58044362522cfa5fbd11b5477c6ce75728847,179
0xec2e04cc1dd7c84ee5e10cb53d75eeebadc4468a,177
0x6ea6f177632d372f745dc44f3cdb856d89e05d6e,175
0x1082b0aaa0545b5c3b24a405344b3c02794c86f9,172
0x30fdb1020f4908b9f91419828786c6b2868de8e9,169
0xc6cb1b6c6f1639d2fba96c033ac2f1d12fcc1449,168
0x183696db72865a7a53f264cd7385edb7c0877bcb,167
0x59d2824a12ad5c70c764e705bd8ba2cc2c617b31,167
0x96e87f55f8807e6737667426f48dad0d9591d37f,165
0xf856462723593c139d0fb6b4bfe0dea155d3ce03,163
0x8b9f82919ff21b4e4f03cc9d7a62700bd40ff25d,162
0xf0db4646e4be8e2094cd6d7c6d253a87eec7af58,160
0x259762e379ae7ad6f74375781d7c9598cf3facdc,158
0x270516cb6c38176aad352b8655128dd17dfc9fd1,158
0x04b5eacc5676d9666de75b138b5f38192fef621a,150
0x450a3ddecd162626bd4470235fc4b2cc9506f52b,150
0x6b25c88779460a335b8c0a145b45881c084d3bd4,144
0x6c288d4647993d0b854fe0f26078646720369ae9,143
0x07ea6302f16ce31158d01d96b24d487ba7ad5615,142
0x0a0912518dc220e12fe229b12d4ac3780db251d9,140
0x6ec2c30b43f78eaaa0f075944cc58c5c10ed28ea,139
0x9df2a7cb7b8c701c3da067810d2b09956eab8182,136
0x58d526e342a1c161812b38e2d10913b23f7ef6e6,136
